Graduate_ID,Age,Gender,State_of_Origin,Region,Urban_or_Rural,Household_Income_Bracket,Field_of_Study,University_Type,GPA_or_Class_of_Degree,Has_Postgrad_Degree,Years_Since_Graduation,Employment_Status,Salary_Level,Net_Salary
G0249,24,Male,Kano,East,Rural,Middle,Health Sciences,Private,Second Class Lower,No,1,Employed,Low-paid,163400
G0250,32,Male,Borno,North,Rural,Middle,Engineering,Federal,Second Class Lower,No,4,Unemployed,Not employed,0
G0251,34,Female,Plateau,South,Urban,Low,Education,Federal,Second Class Upper,No,2,Employed,Low-paid,84503
G0252,27,Male,Borno,North,Urban,Low,Health Sciences,Federal,Second Class Lower,No,3,Employed,Low-paid,185349
G0253,22,Male,Oyo,West,Rural,Middle,Education,Federal,Second Class Upper,No,1,Unemployed,Not employed,0
G0254,23,Male,Delta,South,Urban,Middle,Health Sciences,Federal,Third Class,No,3,Employed,Low-paid,116477
G0255,21,Female,Lagos,South,Urban,High,Education,Federal,Second Class Upper,No,8,Unemployed,Not employed,0
G0256,25,Female,Delta,South,Rural,Low,Education,State,First Class,No,7,Employed,Low-paid,181421
G0257,21,Female,Plateau,West,Rural,Middle,Health Sciences,Federal,First Class,No,10,Unemployed,Not employed,0
G0258,28,Male,Enugu,East,Rural,Middle,Engineering,Federal,First Class,No,2,Employed,Well-paid,292798
G0259,21,Male,Enugu,North,Rural,Middle,Engineering,State,Second Class Upper,Yes,0,Employed,Well-paid,398013
G0260,31,Female,Oyo,West,Urban,High,Education,Federal,Second Class Lower,No,0,Employed,Low-paid,123000
G0261,21,Female,Plateau,East,Urban,High,Education,Private,Second Class Upper,No,5,Employed,Well-paid,344580
G0262,22,Male,Edo,South,Rural,Low,Engineering,Federal,Third Class,No,2,Unemployed,Not employed,0
G0263,22,Female,Edo,East,Urban,Low,Engineering,Federal,Second Class Upper,No,3,Employed,Well-paid,297565
G0264,32,Other,Edo,East,Rural,Low,Business,State,Second Class Lower,No,0,Employed,Low-paid,160123
G0265,26,Female,Lagos,East,Urban,Middle,Engineering,Federal,Second Class Upper,No,7,Unemployed,Not employed,0
G0266,27,Female,Lagos,North,Urban,Low,Education,Federal,Second Class Lower,Yes,0,Employed,Low-paid,117081
G0267,25,Female,Edo,East,Rural,Middle,Health Sciences,State,Second Class Lower,No,4,Employed,Well-paid,390167
G0268,21,Male,Enugu,East,Urban,Middle,Engineering,Federal,Second Class Lower,No,5,Employed,Low-paid,166434
G0269,21,Female,Plateau,East,Rural,Middle,Business,State,Third Class,Yes,1,Employed,Well-paid,228957
G0270,23,Female,Kano,East,Urban,Middle,Business,Private,First Class,No,6,Employed,Well-paid,338968
G0271,34,Male,Plateau,West,Rural,Middle,Business,Federal,First Class,No,6,Unemployed,Not employed,0
G0272,22,Female,Edo,West,Urban,Middle,Health Sciences,State,Second Class Lower,Yes,0,Employed,Low-paid,155634
G0273,25,Female,Plateau,East,Urban,Low,Engineering,State,Second Class Lower,No,3,Employed,Low-paid,185360
G0274,32,Female,Kaduna,East,Urban,Middle,Engineering,Private,Second Class Upper,No,3,Unemployed,Not employed,0
G0275,30,Female,Lagos,East,Urban,Middle,Engineering,State,Second Class Upper,No,4,Employed,Well-paid,356816
G0276,26,Female,Lagos,South,Rural,Middle,Health Sciences,Private,Second Class Lower,No,0,Employed,Well-paid,221150
G0277,27,Female,Enugu,East,Urban,High,Health Sciences,Federal,Second Class Upper,No,0,Employed,Well-paid,287877
G0278,24,Male,Kano,East,Urban,High,Education,State,Second Class Upper,No,6,Employed,Low-paid,160540
G0279,27,Female,Edo,West,Urban,Middle,Business,Federal,Second Class Upper,Yes,8,Employed,Low-paid,155139
G0280,31,Male,Delta,West,Urban,Low,Business,Federal,Second Class Upper,No,0,Employed,Low-paid,71091
G0281,28,Male,Enugu,West,Urban,Middle,Engineering,Private,Second Class Upper,No,1,Employed,Well-paid,331972
G0282,31,Male,Enugu,North,Urban,Low,Health Sciences,Federal,Third Class,No,5,Unemployed,Not employed,0
G0283,21,Female,Kano,South,Urban,Low,Health Sciences,Private,Second Class Lower,Yes,5,Employed,Low-paid,96702
G0284,26,Male,Borno,East,Rural,Low,Engineering,Federal,Second Class Lower,No,1,Unemployed,Not employed,0
G0285,28,Female,Edo,West,Urban,Low,Engineering,State,Second Class Lower,No,8,Employed,Low-paid,69725
G0286,25,Female,Delta,North,Rural,Low,Education,Federal,Second Class Upper,No,3,Employed,Low-paid,78722
G0287,24,Female,Lagos,East,Urban,Middle,Business,Federal,Second Class Lower,No,6,Employed,Well-paid,355150
G0288,22,Male,Kano,East,Urban,High,Business,Federal,Second Class Lower,No,5,Unemployed,Not employed,0
G0289,26,Female,Delta,West,Urban,Low,Business,State,Second Class Lower,Yes,10,Employed,Low-paid,68059
G0290,26,Female,Kaduna,East,Urban,High,Education,Federal,Second Class Lower,No,10,Employed,Low-paid,68161
G0291,31,Female,Enugu,East,Urban,Low,Engineering,State,Second Class Upper,No,2,Unemployed,Not employed,0
G0292,21,Male,Kano,East,Rural,Low,Engineering,Federal,First Class,No,7,Employed,Well-paid,290345
G0293,29,Male,Lagos,West,Urban,Middle,Business,Federal,First Class,No,6,Unemployed,Not employed,0
G0294,32,Male,Plateau,North,Rural,Middle,Business,Federal,Third Class,No,8,Employed,Well-paid,210687
G0295,31,Male,Lagos,East,Urban,Low,Education,Federal,Second Class Upper,No,2,Unemployed,Not employed,0
G0296,26,Male,Kaduna,North,Urban,Low,Health Sciences,State,Second Class Lower,No,0,Unemployed,Not employed,0
G0297,33,Female,Kano,East,Urban,Middle,Health Sciences,State,Second Class Upper,No,1,Employed,Low-paid,132503
G0298,23,Male,Kaduna,West,Rural,Low,Business,Federal,Second Class Lower,No,10,Employed,Low-paid,149770
G0299,24,Male,Edo,North,Urban,Middle,Education,State,First Class,No,0,Employed,Low-paid,58694
G0300,32,Male,Edo,West,Rural,Middle,Business,State,Second Class Upper,Yes,10,Unemployed,Not employed,0
G0301,31,Male,Plateau,South,Urban,Low,Health Sciences,Federal,Second Class Upper,No,4,Employed,Low-paid,177260
G0302,24,Male,Enugu,East,Urban,High,Business,Federal,Second Class Upper,No,9,Employed,Well-paid,299459
G0303,23,Male,Borno,South,Urban,Low,Health Sciences,State,Second Class Upper,No,1,Employed,Well-paid,361713
G0304,30,Male,Rivers,South,Rural,Middle,Health Sciences,Federal,Second Class Lower,No,2,Employed,Low-paid,100087
G0305,23,Female,Delta,South,Rural,Middle,Health Sciences,Federal,Second Class Upper,No,7,Employed,Low-paid,157941
G0306,23,Female,Kaduna,East,Urban,High,Engineering,Federal,Second Class Lower,No,9,Employed,Low-paid,106561
G0307,24,Male,Delta,West,Rural,Middle,Engineering,State,First Class,No,4,Employed,Well-paid,205364
G0308,27,Male,Plateau,South,Urban,Middle,Business,Federal,Second Class Lower,No,3,Employed,Well-paid,277008
G0309,24,Female,Delta,North,Rural,Low,Health Sciences,Federal,Second Class Upper,Yes,4,Employed,Well-paid,335046
G0310,29,Male,Delta,East,Rural,Middle,Engineering,Federal,Second Class Lower,No,9,Employed,Low-paid,74053
G0311,21,Male,Lagos,West,Rural,Middle,Business,Federal,Second Class Upper,No,5,Unemployed,Not employed,0
G0312,28,Female,Kano,West,Rural,Middle,Business,Federal,Second Class Lower,No,6,Unemployed,Not employed,0
G0313,27,Male,Enugu,South,Urban,High,Business,Private,Second Class Lower,No,8,Employed,Low-paid,182282
G0314,22,Female,Rivers,East,Urban,Low,Business,Federal,First Class,No,0,Employed,Well-paid,372661
G0315,28,Female,Kano,South,Urban,High,Business,State,First Class,No,3,Employed,Well-paid,305128
G0316,21,Male,Lagos,North,Urban,High,Education,Federal,Second Class Lower,No,8,Employed,Well-paid,238966
G0317,31,Male,Delta,West,Urban,Middle,Health Sciences,State,Second Class Upper,No,4,Employed,Low-paid,76070
G0318,32,Female,Rivers,West,Urban,Middle,Business,State,Second Class Upper,Yes,7,Employed,Low-paid,159573
G0319,29,Male,Lagos,East,Urban,Low,Education,Federal,Second Class Upper,No,0,Employed,Low-paid,156327
G0320,29,Male,Lagos,West,Urban,High,Health Sciences,State,First Class,Yes,3,Unemployed,Not employed,0
G0321,22,Female,Lagos,East,Urban,Low,Engineering,Federal,Second Class Upper,No,8,Employed,Low-paid,192318
G0322,27,Female,Edo,South,Urban,Middle,Business,State,Second Class Upper,No,0,Employed,Well-paid,350271
G0323,34,Male,Rivers,North,Rural,Middle,Education,Federal,Second Class Lower,No,0,Employed,Low-paid,89829
G0324,30,Female,Lagos,East,Urban,High,Engineering,Private,Second Class Upper,No,3,Unemployed,Not employed,0
G0325,23,Male,Borno,South,Rural,Middle,Education,State,Second Class Upper,Yes,2,Employed,Low-paid,111125
G0326,27,Female,Delta,North,Urban,Middle,Health Sciences,Private,Second Class Lower,No,6,Employed,Well-paid,305111
G0327,32,Female,Rivers,West,Urban,Low,Health Sciences,State,Second Class Upper,No,10,Employed,Low-paid,155277
G0328,30,Female,Edo,North,Urban,Low,Engineering,Federal,Second Class Lower,No,2,Employed,Low-paid,50169
G0329,29,Female,Kaduna,North,Urban,Low,Education,State,Second Class Lower,No,0,Employed,Low-paid,143943
G0330,24,Female,Kaduna,North,Urban,High,Business,State,Second Class Upper,No,10,Employed,Low-paid,142408
G0331,32,Male,Enugu,West,Urban,Middle,Business,Private,Second Class Upper,No,9,Employed,Low-paid,194021
G0332,21,Female,Oyo,East,Urban,Middle,Engineering,Federal,Third Class,No,1,Employed,Low-paid,97313
G0333,22,Male,Borno,East,Urban,Middle,Engineering,State,Third Class,No,9,Employed,Well-paid,278735
G0334,21,Male,Kaduna,North,Rural,Middle,Engineering,Federal,Second Class Upper,No,3,Unemployed,Not employed,0
G0335,34,Male,Edo,South,Urban,Low,Education,State,First Class,No,0,Employed,Well-paid,260131
G0336,32,Female,Oyo,South,Urban,Low,Business,Federal,Second Class Upper,Yes,0,Unemployed,Not employed,0
G0337,25,Female,Lagos,North,Urban,Low,Business,Federal,Second Class Upper,No,7,Employed,Well-paid,326195
G0338,25,Male,Lagos,North,Urban,Middle,Business,Private,Second Class Upper,No,6,Employed,Low-paid,157127
G0339,31,Male,Plateau,South,Rural,Low,Engineering,Federal,Second Class Upper,No,7,Employed,Low-paid,97740
G0340,27,Female,Delta,North,Urban,Middle,Business,State,Second Class Lower,No,3,Employed,Low-paid,162339
G0341,29,Male,Oyo,North,Urban,Middle,Health Sciences,State,Second Class Upper,No,5,Unemployed,Not employed,0
G0342,29,Male,Delta,East,Urban,Middle,Engineering,Federal,Second Class Lower,No,2,Unemployed,Not employed,0
G0343,23,Female,Edo,East,Urban,Low,Business,Federal,First Class,No,10,Employed,Low-paid,118570
G0344,23,Female,Borno,North,Urban,Low,Education,State,First Class,Yes,7,Employed,Well-paid,344400
G0345,23,Other,Oyo,North,Rural,Low,Engineering,Federal,Second Class Upper,No,3,Employed,Low-paid,94047
G0346,24,Male,Kaduna,West,Urban,Middle,Health Sciences,State,First Class,No,2,Employed,Low-paid,169168
G0347,28,Male,Borno,East,Urban,Low,Health Sciences,Private,Second Class Upper,Yes,3,Employed,Well-paid,350868
G0348,26,Female,Plateau,North,Urban,Middle,Education,Federal,Second Class Lower,No,5,Employed,Well-paid,272666
G0349,28,Female,Delta,West,Urban,Middle,Education,Federal,Second Class Upper,No,10,Unemployed,Not employed,0
G0350,21,Female,Delta,West,Urban,Low,Engineering,Federal,Second Class Lower,No,6,Employed,Low-paid,152173
G0351,28,Female,Borno,West,Urban,Middle,Engineering,State,Second Class Upper,No,6,Unemployed,Not employed,0
G0352,24,Male,Lagos,West,Urban,Middle,Health Sciences,Federal,First Class,No,3,Unemployed,Not employed,0
G0353,31,Female,Delta,East,Urban,Middle,Education,Federal,Second Class Upper,No,7,Unemployed,Not employed,0
G0354,21,Male,Plateau,West,Urban,Low,Engineering,State,Second Class Lower,No,6,Employed,Low-paid,105251
G0355,28,Male,Kaduna,East,Urban,Low,Health Sciences,Private,Second Class Upper,No,1,Employed,Well-paid,200791
G0356,24,Female,Rivers,West,Urban,Low,Education,Federal,Second Class Upper,Yes,7,Employed,Low-paid,62333
G0357,26,Male,Kaduna,West,Urban,Low,Health Sciences,Federal,Second Class Lower,No,8,Employed,Low-paid,118892
G0358,28,Male,Kaduna,South,Urban,Middle,Business,Private,Second Class Lower,No,4,Employed,Well-paid,371362
G0359,24,Female,Delta,East,Urban,Middle,Education,State,Second Class Upper,No,3,Unemployed,Not employed,0
G0360,34,Male,Kano,South,Rural,High,Engineering,State,Second Class Lower,No,3,Unemployed,Not employed,0
G0361,23,Female,Lagos,South,Rural,Low,Engineering,State,Second Class Upper,Yes,3,Unemployed,Not employed,0
G0362,34,Male,Delta,West,Rural,Low,Business,Private,Second Class Lower,No,5,Unemployed,Not employed,0
G0363,29,Female,Lagos,East,Rural,Middle,Education,State,Second Class Upper,No,10,Employed,Well-paid,335997
G0364,23,Male,Edo,North,Rural,Low,Health Sciences,State,First Class,No,3,Employed,Well-paid,341836
G0365,29,Male,Kano,West,Rural,Low,Engineering,State,Second Class Upper,No,6,Employed,Low-paid,104226
G0366,33,Female,Delta,East,Rural,Middle,Business,State,Second Class Upper,Yes,6,Employed,Low-paid,127632
G0367,22,Female,Enugu,South,Rural,Low,Business,Federal,Second Class Upper,No,4,Unemployed,Not employed,0
G0368,34,Female,Kaduna,East,Urban,Middle,Education,Federal,Second Class Lower,No,4,Employed,Well-paid,239468
G0369,22,Male,Edo,West,Urban,Low,Education,State,Second Class Lower,No,9,Employed,Low-paid,52094
G0370,22,Female,Kano,East,Rural,Middle,Engineering,Federal,Second Class Upper,Yes,7,Employed,Well-paid,245583
G0371,26,Female,Delta,South,Urban,Middle,Business,State,Second Class Upper,No,6,Employed,Well-paid,249021
G0372,23,Female,Plateau,East,Rural,Low,Health Sciences,Federal,Second Class Upper,No,6,Employed,Low-paid,65362
G0373,33,Female,Borno,East,Urban,High,Business,State,Second Class Upper,No,5,Unemployed,Not employed,0
G0374,29,Male,Borno,South,Urban,Middle,Health Sciences,Federal,Third Class,No,6,Employed,Well-paid,372647
G0375,24,Male,Lagos,West,Rural,High,Health Sciences,State,Second Class Upper,No,6,Employed,Low-paid,62185
G0376,21,Female,Kano,North,Rural,Low,Engineering,State,Second Class Upper,No,9,Employed,Low-paid,131678
G0377,24,Male,Kaduna,South,Urban,Middle,Business,Federal,Second Class Upper,No,1,Employed,Well-paid,318984
G0378,21,Male,Kaduna,South,Rural,Middle,Health Sciences,State,Second Class Upper,No,9,Employed,Well-paid,366141
G0379,34,Female,Rivers,West,Rural,Middle,Education,Federal,Second Class Upper,No,1,Unemployed,Not employed,0
G0380,25,Female,Borno,West,Urban,Middle,Health Sciences,Federal,Second Class Upper,No,9,Employed,Well-paid,243190
G0381,24,Female,Edo,East,Urban,Middle,Education,Federal,Second Class Upper,Yes,6,Employed,Low-paid,190836
G0382,28,Female,Kano,South,Urban,High,Education,Federal,First Class,No,9,Employed,Low-paid,66888
G0383,28,Female,Kaduna,East,Urban,Low,Business,Private,Second Class Upper,Yes,6,Employed,Low-paid,64748
G0384,27,Male,Rivers,East,Urban,Low,Education,Federal,Second Class Upper,No,6,Employed,Low-paid,101013
G0385,23,Male,Kano,West,Urban,Middle,Health Sciences,State,First Class,No,4,Employed,Well-paid,361275
G0386,21,Male,Oyo,West,Urban,Middle,Education,Federal,Second Class Lower,No,0,Employed,Well-paid,315091
G0387,21,Male,Kaduna,East,Rural,Middle,Business,State,Second Class Upper,Yes,1,Unemployed,Not employed,0
G0388,32,Female,Oyo,South,Urban,Middle,Engineering,Federal,Second Class Lower,No,8,Employed,Well-paid,220715
G0389,31,Male,Kano,South,Urban,High,Health Sciences,State,Second Class Upper,No,7,Employed,Low-paid,52906
G0390,23,Male,Kaduna,East,Urban,Middle,Health Sciences,State,First Class,No,7,Employed,Well-paid,293125
G0391,26,Male,Oyo,North,Rural,Low,Business,State,Second Class Upper,No,9,Employed,Low-paid,61808
G0392,27,Male,Enugu,North,Rural,Low,Business,Federal,Second Class Upper,No,0,Unemployed,Not employed,0
G0393,26,Male,Rivers,West,Urban,High,Business,State,Second Class Lower,Yes,5,Unemployed,Not employed,0
G0394,34,Male,Edo,South,Rural,Middle,Business,Federal,First Class,No,8,Employed,Low-paid,114945
G0395,34,Male,Borno,East,Rural,High,Health Sciences,Federal,Second Class Upper,Yes,7,Unemployed,Not employed,0
G0396,26,Male,Rivers,East,Rural,Low,Engineering,Federal,Second Class Lower,Yes,2,Unemployed,Not employed,0
G0397,26,Male,Oyo,South,Rural,Middle,Education,Federal,Second Class Upper,No,3,Unemployed,Not employed,0
G0398,33,Female,Kaduna,West,Urban,Middle,Education,Federal,First Class,No,2,Employed,Well-paid,267105
G0399,23,Male,Enugu,West,Urban,Low,Engineering,State,Second Class Upper,No,5,Employed,Low-paid,160212
G0400,26,Male,Enugu,North,Urban,Middle,Engineering,Federal,Second Class Upper,No,8,Employed,Low-paid,76419
G0401,28,Female,Borno,South,Urban,Middle,Engineering,Federal,Second Class Upper,Yes,7,Unemployed,Not employed,0
G0402,31,Male,Enugu,South,Urban,Middle,Business,Federal,Second Class Upper,No,9,Employed,Well-paid,326258
G0403,31,Female,Rivers,East,Rural,Middle,Health Sciences,State,Second Class Lower,No,3,Employed,Well-paid,211156
G0404,22,Female,Delta,South,Urban,Middle,Health Sciences,State,Second Class Lower,No,1,Employed,Low-paid,55062
G0405,25,Male,Enugu,North,Rural,High,Health Sciences,Federal,First Class,No,7,Employed,Low-paid,84940
G0406,34,Female,Borno,South,Urban,Middle,Business,State,Second Class Upper,No,7,Employed,Well-paid,222463
G0407,21,Male,Enugu,East,Urban,Middle,Health Sciences,State,Second Class Upper,No,10,Unemployed,Not employed,0
G0408,32,Female,Enugu,North,Urban,Low,Business,Federal,Second Class Upper,No,5,Employed,Low-paid,86188
G0409,21,Male,Plateau,East,Urban,Middle,Health Sciences,State,Second Class Upper,Yes,7,Unemployed,Not employed,0
G0410,25,Female,Rivers,South,Rural,Middle,Engineering,State,Second Class Lower,No,8,Employed,Low-paid,121813
G0411,32,Male,Oyo,West,Rural,Low,Education,State,Second Class Lower,No,0,Employed,Low-paid,84017
G0412,33,Female,Lagos,South,Urban,Middle,Education,Federal,First Class,Yes,8,Employed,Well-paid,314375
G0413,23,Female,Delta,South,Rural,Low,Business,Federal,Second Class Upper,No,1,Employed,Low-paid,52697
G0414,24,Male,Enugu,East,Rural,Middle,Health Sciences,Federal,First Class,No,0,Employed,Well-paid,345975
G0415,23,Male,Edo,West,Urban,Low,Education,State,Second Class Upper,No,7,Employed,Well-paid,310930
G0416,21,Female,Enugu,South,Urban,Low,Engineering,State,Second Class Upper,Yes,7,Employed,Low-paid,104086
G0417,21,Female,Plateau,North,Urban,High,Engineering,Federal,Second Class Upper,No,10,Unemployed,Not employed,0
G0418,32,Male,Oyo,North,Urban,Middle,Engineering,Federal,Second Class Upper,No,3,Employed,Well-paid,288385
G0419,32,Female,Edo,East,Rural,Middle,Business,State,Second Class Upper,Yes,7,Employed,Low-paid,86652
G0420,34,Female,Delta,East,Urban,Middle,Business,State,Second Class Upper,Yes,6,Employed,Low-paid,188326
G0421,33,Female,Edo,West,Urban,Middle,Health Sciences,State,Third Class,No,1,Employed,Low-paid,111631
G0422,34,Male,Rivers,East,Urban,Middle,Engineering,State,Second Class Upper,Yes,4,Employed,Low-paid,130527
G0423,25,Female,Borno,West,Rural,Middle,Health Sciences,State,First Class,No,9,Employed,Low-paid,154084
G0424,26,Male,Borno,South,Rural,High,Health Sciences,Federal,First Class,No,3,Employed,Well-paid,319771
G0425,23,Other,Delta,North,Urban,Low,Engineering,Federal,Second Class Upper,No,2,Employed,Low-paid,163645
G0426,32,Female,Oyo,North,Urban,High,Health Sciences,Federal,Third Class,No,0,Employed,Low-paid,109019
